result.feature	result.pvalue	result.fdr	result.coef	result.mean.0	result.mean.1	result.mean.0.w	result.mean.1.w
14q23.1	0.204666509160903	0.653446845636239	-0.0613744577321148	-0.02	-0.1	-0.0307041736197188	-0.0920786313518335
14q23.2	0.228015391853699	0.665754979454586	-0.0613123934762444	-0.0233333333333333	-0.111111111111111	-0.0424900165418764	-0.103802410018121
14q23.3	0.317472528547343	0.735816870352338	-0.047610896253472	-0.01	-0.0555555555555556	-0.0158971200773146	-0.0635080163307867
14q24.1	0.429465677483571	0.810197475036792	-0.0386022385707096	-0.0266666666666667	-0.0555555555555556	-0.024905777760077	-0.0635080163307867
14q24.1.1	0.0906547902072503	0.533631472094902	-0.108948013962585	0.00666666666666667	-0.0333333333333333	0.0668607903450571	-0.0420872236175283
14q24.1.2	0.487381496134158	0.829857374079189	-0.0362056703591209	0.00666666666666667	-0.0222222222222222	-0.00256087569323361	-0.0387665460523545
14q24.2	0.273855891558118	0.68903313892029	-0.0537707775957012	-0.01	-0.0555555555555556	-0.00757247766681496	-0.0613432552625162
14q24.2.1	0.118923888906488	0.570054439391871	-0.0786845733531673	-0.00333333333333333	-0.0555555555555556	0.0173413180906511	-0.0613432552625162
14q24.3	0.228521634818099	0.665754979454586	-0.0614426946773966	0.02	-0.0222222222222222	0.0221073104617302	-0.0393353842156664
14q31.1	0.0665971820293105	0.501288970649326	-0.0900301819174408	0.0366666666666667	-0.0222222222222222	0.0587157031767988	-0.0313144787406421
14q31.2	0.218935230514777	0.664999588085429	-0.0617854526433124	0.0166666666666667	-0.0222222222222222	0.0304709739026703	-0.0313144787406421
14q31.3	0.187350406475745	0.62666882361679	-0.0715995534955774	0.01	-0.0555555555555556	0.00701305496654362	-0.0645864985290337
14q32.11	0.278045727240102	0.691284365734747	-0.0556538920081505	0.0366666666666667	-0.0111111111111111	0.0384207499591448	-0.0172331420490058
14q32.11.1	0.131012570006965	0.584766376391176	-0.0789535242898566	0.0433333333333333	-0.0222222222222222	0.0512014874795962	-0.0277520368102605
14q32.12	0.144959511985002	0.589048295132085	-0.0794450641184776	0.0466666666666667	-0.0111111111111111	0.0622119220694719	-0.0172331420490058
14q32.12.1	0.402642059126548	0.798170449655026	-0.0442633665160635	0.04	0	0.0387540031333452	-0.00550936338271839
14q32.12.2	0.291854168352113	0.703148163871563	-0.0569776802802964	0.0466666666666667	0	0.0514683168975781	-0.00550936338271839
14q32.13	0.629857604350639	0.893960792901888	-0.0251636166147135	0.03	0.0222222222222222	0.04310181056457	0.0179381939498565
14q32.13.1	0.255161697197278	0.674458306355726	-0.0604785945955325	0.03	-0.0111111111111111	0.0432454525465268	-0.0172331420490058
14q32.2	0.687912583151019	0.91949679083112	-0.0217946771625234	0.0333333333333333	0.0333333333333333	0.0514566497786673	0.0296619726161439
14q32.2.1	0.651293474233803	0.909629396340449	-0.0221761867359826	0.03	0.0222222222222222	0.0401143806858391	0.0179381939498565
14q32.31	0.312068141476324	0.729592491223562	-0.0555888897564079	0.07	0.0444444444444444	0.0926213938355262	0.0370325040791185
14q32.31.1	0.351808836691917	0.770020427634805	-0.0450478326794397	0.0333333333333333	0.0111111111111111	0.0512622479630089	0.00621441528356905
14q32.31.2	0.371505813621062	0.773422501365972	-0.0482588420662924	0.0666666666666667	0.0444444444444444	0.0852913461454109	0.0370325040791185
14q32.32	0.70536805743764	0.923276366184507	-0.022538749926672	0.06	0.0666666666666667	0.0873720585416781	0.0648333086150062
14q32.33	0.414829271233107	0.804784020347216	-0.0470824735830461	0.0966666666666667	0.0777777777777778	0.12363956086434	0.0765570872812936
15q11.1	0.0729793446612111	0.506115845464282	0.0893727054095219	-0.213333333333333	-0.2	-0.285623227299702	-0.19625052189018
