result.feature	result.pvalue	result.fdr	result.coef	result.mean.0	result.mean.1	result.mean.0.w	result.mean.1.w
12q24.33.1	0.341967802757813	0.612703949759071	-0.126136936899938	-0.137931034482759	-0.0340909090909091	-0.0331522669397715	-0.15928920383971
12q24.33.2	0.34196829114301	0.612703949759071	-0.126136803094984	-0.137931034482759	-0.0113636363636364	-0.0331522669397715	-0.159289070034756
13q11	0.374653732287059	0.630371291229668	-0.14410314944522	0.103448275862069	-0.409090909090909	0.0569104349617402	-0.0871927144834795
13q12.11	0.473893174050535	0.723961732377993	-0.119136818869585	0.0689655172413793	-0.420454545454545	0.0319440374836289	-0.0871927813859562
13q12.12	0.132327648011648	0.394125790579696	-0.219837477184504	0.206896551724138	-0.397727272727273	0.0673043113663098	-0.152533165818194
13q12.13	0.119736858110062	0.387997484468146	-0.228010902057683	0.241379310344828	-0.465909090909091	0.0754773348246284	-0.152533567233055
13q12.13.1	0.119736858110062	0.387997484468146	-0.228010902057683	0.241379310344828	-0.465909090909091	0.0754773348246284	-0.152533567233055
13q12.2	0.270408996140009	0.554530663912911	-0.16696144930051	0.172413793103448	-0.397727272727273	0.0493260387730563	-0.117635410527454
13q12.2.1	0.154203835881759	0.425547677655892	-0.219103787671572	0.172413793103448	-0.431818181818182	0.0665704211459478	-0.152533366525625
13q12.3	0.270408996140009	0.554530663912911	-0.16696144930051	0.172413793103448	-0.397727272727273	0.0493260387730563	-0.117635410527454
13q12.3.1	0.270409177829393	0.554530663912911	-0.166961382398033	0.172413793103448	-0.386363636363636	0.0493260387730563	-0.117635343624977
13q13.1	0.337273303976841	0.612703949759071	-0.144084635365415	0.172413793103448	-0.386363636363636	0.0264492917404383	-0.117635343624977
13q13.2	0.0760286173433898	0.310116728637511	-0.278954472001789	0.206896551724138	-0.386363636363636	0.161319128376812	-0.117635343624977
13q13.3	0.0726635461243205	0.303036313433265	-0.248706000852658	0.137931034482759	-0.409090909090909	0.0292704251996447	-0.219435575653013
13q13.3.1	0.179503264956008	0.457126547898821	-0.181803657920316	0.137931034482759	-0.409090909090909	0.0292704251996447	-0.152533232720671
13q13.3.2	0.15541995288823	0.426373322082756	-0.19351814934986	0.172413793103448	-0.397727272727273	0.0409849835316664	-0.152533165818194
13q13.3.3	0.0380434341035654	0.210597581644737	-0.334142323504587	0.172413793103448	-0.397727272727273	0.14960457004479	-0.184537753459796
