Sample	Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29
TCGA-FA-8693-01A-11D-2397-10	11.687985147742	0	2.81202065326	0	10.4108063272403	36.0678298786732	1.33134637941942	0	0	0	0	10.9052186518841	0.012522497856245	0	10.7968349302501	74.5105321103827	0	0	0	0	0	7.75743453079978	0	0	0	1.26335285067322	0	0
TCGA-FA-A4BB-01A-11D-A31X-10	43.2172336312803	0.742479236585064	16.9190624450427	0	0	7.44928045764562	4.51875153535276	0	0	7.44882791704753	0	0	0	13.5371803823179	0	0	0	0	0	0	0	7.21832244871592	0	0	0	0	0.867103185776648	0
TCGA-FA-A4XK-01A-11D-A31X-10	51.6448044576031	0	18.871666627464	0	0	0	0	0	0	0	0	0	0	0	0	4.67970478720487	0	0	4.54649001813056	0	0	0	1.67668924591428	0	8.63567579271938	5.89151456290078	3.76197742051223	1.12221484959442
TCGA-FA-A6HN-01A-11D-A31X-10	0	0	52.2460495867859	0	0	32.4219241204047	0.782953346683641	0	0	11.104501814184	18.1950382853342	0	5.18889714262458	26.5421513855619	0	2.50776132909964	0	21.2693680670274	3.2454644734024	0	0	17.0282521031993	5.05234811198116	0	0	0	0	0
TCGA-FA-A6HO-01A-11D-A31X-10	21.9157964352423	0	8.77850743304732	0	0	12.9319285576171	0	0	0	2.10768849369092	2.10354409668954	0	2.06992838219313	13.7446751575533	0	0	0	0	0	0.284525947411044	0	3.53277407424608	0	0	0	0.155129229592747	0.169481253493779	0
TCGA-FA-A7DS-01A-11D-A382-10	19.0313385269571	0	4.91000520854267	0	0	13.3929758104625	0	0	0	3.55846549655521	0	0	0	20.7096008267977	0	0	2.44740465817782	0	14.191221413352	0	0	12.7323365760131	10.8065384570079	0	0	0.750144979272695	5.06195211571476	6.2112143415935
TCGA-FA-A7Q1-01A-11D-A382-10	40.3457779121018	0	11.0371382157241	0	0	31.3954550623325	13.6195715568038	0	0	4.70269358996639	0	0	6.87669421510913	32.991566287263	0	11.3275192293168	0	0	0	1.61943980492329	2.95484073666177	2.41687542950885	0	0	0	1.11868367890157	0	19.5592920562623
TCGA-FA-A82F-01A-11D-A382-10	72.1764467847046	0	36.2999378785182	0	0	0	0	0	0	0	0	0	3.16474430252228	28.0662836369583	0	7.17145904466652	5.81530883191901	0	0	0	0	4.11247014411346	1.91242276104244	0	0	3.15772464386465	0	5.99558705580079
TCGA-FA-A86F-01A-11D-A382-10	26.8628202693997	0	39.1917478136547	0	0	0	0	0	0	0	0.700015393404452	1.10871920664277	1.17800052794335	32.6869337099284	0	0	11.272753220601	0	0	0	0	0	1.29939469439121	0	0	0	3.96731141379439	0
TCGA-FF-8041-01A-11D-2210-10	83.0425396588667	0	18.4254490625179	0	0	0	4.28281512273575	0	0	0	10.9651308955892	5.55523904024731	0	33.2360871229707	0	6.55127688363117	0	0	0	0	9.05569161364701	0	9.00601623385149	0	0	0.893727866667255	0	4.25567482248707
TCGA-FF-8042-01A-11D-2210-10	48.4019900278774	0	23.8211230044789	7.70484656101807	0	18.1181808090662	0	0	24.3482090692276	0	0	0	11.0594147948249	36.8525544190103	0	68.034582806199	0	0	0	0	0	17.2243354878637	0	0	0	0	0	0
TCGA-FF-8043-01A-11D-2210-10	51.5918292791584	0.674335622725571	13.5846615130217	0	0	7.23770520483544	0	0	0	0	7.39633324457056	0	0	15.084045580898	0	0	0	0	0	1.07785097327322	0	0	2.20643376209487	0	0	0	3.48180373011687	0
TCGA-FF-8046-01A-11D-2210-10	24.827973838525	0	24.0821986036884	0	0	2.19521402052255	0	0	0	0	0	0	0	0	0	2.00028181241615	0	0	0	8.35686488948341	3.15158125431134	0	2.09386922486385	0	0	0	0	0
TCGA-FF-8047-01A-11D-2210-10	61.0997273779202	0	10.0929684394469	0	0	17.1002493868985	0	1.64516336230163	19.3233707033207	0	2.28947984982711	0	0	6.32893740945097	0	1.08564971517598	0	0	0	0	2.46376127826785	0	0	0	0	0	0	0
TCGA-FF-A7CR-01A-11D-A382-10	53.6350500243848	0	34.0364468692207	0	5.45074599742586	29.4539875175382	1.67961566352792	0	0	0	12.3763393043778	0	0	56.4566090598908	0	19.5503053256199	0	0	0	0	1.81552793469388	3.38176358185578	7.78131219795571	0	0	2.02784743545302	0	0
TCGA-FF-A7CW-01A-11D-A382-10	32.4580364766088	0	0	4.63572662216517	0	0.0147112383150649	0	0	0	0.535233313221481	0	0	0	0	0	0.778698418177007	0	1.01152855734965	7.6835707416338	0	2.54539933678472	5.23928158529003	0	0	0	0	0	0
TCGA-FF-A7CX-01A-12D-A382-10	43.6368535636466	4.38392145750548	0	0	0	43.1030105237773	0	0	0	7.16752992173962	0	0	0	18.2938208684196	0	0	0	0	0	0.421283322125528	7.25222620922351	0	0	0	0	0	0	0
TCGA-GR-A4D4-01A-11D-A31X-10	7.716143453785	0	11.9816481365453	0	0	13.3013872353943	0	2.27762092728686	29.140389916038	0.605583330696251	0	0	11.5116984870931	8.42507946454599	0	0	6.37757017882761	0	0	3.12140013393611	0.614937682660977	0	0	0	0	0	3.13226810481597	0
TCGA-GR-A4D5-01A-11D-A31X-10	52.4121493255259	0	0	0	0	0	0	0	0	0	0	0	2.42139337495975	12.6952356564818	0	0.240664315490405	0	0	0	0	0	0	0	0	0	0	1.39060200274017	0
